0.2688,0.021033,0.009251,0.040543,0.008517,0.080978,0.028081,0.018828,0.077603,0.01815,0.11225,0.126479,0.001675,0.0067002,0.0118137,0.174918,0.05802,0.11522,0.05116,0.00806,0.00053,0.056951,0.001998,0,0,0,0,0,0,0,0,0,0,0,0.0006848,0.002084,0.017741,0.00199,0.00834,0.02095,0.03184,0.00113,0.016046,0.009527,0.003794,0.0079832,0.0038491,0.0046189,0.00076982,0,0.00253,1,0
2.6849,0.081181,0.170242,0.232122,0.054654,0.011669,0.049613,0.070299,0.3465,0.162149,0.078689,0.14986,0,0,0.0409265,0.227388,0.15719,0.04356,0.17072,0.096541,0.006031,0,0,0.003125,0.095312,0.10938,0,0,0,0,0,0,0,0.0019634,0.007329,0.01291,0.002565,0.011423,0.05705,0.01262,0.00899,0.0588,0.048574,0.004969,0.0114346,0.0002621,0.00074184,0,0,0,0.02042,1,0
0.7356,0.015662,0.118711,0.013947,0.019881,0.026564,0.063775,0.111595,0.04224,0.101157,0.226756,0.14911,0.00125,0.00375,0.003301,0.02341,0.00332,0.01859,0.07516,0.005449,0.038309,0.0425,0.075,0.0275,0,0,0,0,0,0,0,0,0,0,0.0002609,0.009083,0.002198,0.012821,0.02876,0.00026,0.01854,0.01323,0.009192,0.007616,0.003151,0.0026192,0.0001739,0.0017036,0,0,0.07407,1,0
0.2056,0.192612,0.003902,0.048234,0.076579,0.054205,0.038319,0.086992,0.054005,0.05864,0.04111,0.15309,0.0041494,0.0013928,0.008836,0.00263,0.12913,0.03677,0.03463,0.071459,0.03112,0.050955,0.075209,0.058496,0.018106,0,0,0,0,0,0,0,0,0.0079206,0.0030349,0.009408,0.006974,0.009796,0.01729,0.02234,0.01312,0.009728,0.017579,0.018479,0.008669,0.0017921,0.0002448,0,0,0,0.06194,1,0
0.2389,0.026407,0.00854,0.011753,0.003506,0.002248,0.033262,0.011305,0.02051,0.01179,0.04843,0.13754,0.0010929,0.0043716,0.004539,0.04091,0.1269,0.02597,0.03763,0.004678,0.074083,0.020938,0.033803,0.004439,0.0044247,0,0,0,0,0,0,0,0,0.00089485,0.00046332,0.0028435,0.006789,0.011541,0.00311,0.00181,0.0222,0.01602,0.021211,0.004893,0.000286,0.0041699,0.0012787,0.00046332,0,0.00045537,0.09369,1,0
1.4002,0.0307453,0.039299,0.014248,0.03767,0.022602,0.047512,0.11902,0.29674,0.05399,0.1981827,0.059654,0.0015038,0.0016013,0.0435117,0.142414,0.240824,0.03245,0.118446,0.088066,0.076116,0.0750444,0.06245,0.0690505,0.038887,0.008807,0,0,0,0,0,0,0.001625,0.0022749,0.0081997,0.013066,0.004053,0.067421,0.08227,0.00328,0.07196,0.043662,0.039646,0.007053,0.0049385,0.0040382,0.0034069,0.00030632,0.00063131,0,0.10127,1,0
0.0215,0.042323,0.049801,0.050176,0.0918886,0.001683,0.038773,0.033621,0.043876,0.04424,0.12365,0.07336,0.0015408,0.006925,0.0165415,0.008659,0.00786,0.04767,0.17754,0.009953,0.0612435,0.024653,0.07396,0.013867,0,0,0,0,0,0,0,0,0,0.0033003,0.0022332,0.002581,0.014253,0.0187,0.00989,0.02976,0.01573,0.00126,0.02074,0.011812,0.008541,0.0054939,0.0074741,0.00043671,0,0,0.04532,1,0
0.0532,0.0057744,0.018759,0.033022,0.011201,0.037866,0.008141,0.041974,0.11655,0.05362,0.231404,0.12679,0,0,0.001798,0.037979,0.08727,0.16231,0.154736,0.01922,0.133796,0.047581,0.027837,0,0,0,0,0,0,0,0,0,0,0.0010858,0.0017286,0.001323,0.005222,0.001818,0.00706,0.00543,0.00081,0.002193,0.008775,0.000688,0.001571,0.0014072,0.00160843,0.00072385,0,0,0.08711,1,0
0.1669,0.010283,0.030849,0.018745,0.021792,0.007932,0.013264,0.04162,0.05547,0.05765,0.241745,0.12068,0.0049566,0,0.0219852,0.024712,0.02568,0.12948,0.04,0.063896,0.058796,0.054875,0.02974,0,0.0049566,0.0012392,0.012392,0.0074349,0,0,0,0,0,0.0011012,0.0076931,0.004936,0.002271,0.01638,0.02809,0.02015,0.03947,0.00785,0.003326,0.004396,0.0073843,0.0032573,0.00144,0.0001771,0,0.0010935,0.05702,0,1
0.0279,0.037642,0.010981,0.007078,0.014093,0.014199,0.014855,0.042981,0.0321,0.00448,0.01409,0.03263,0,0.0031983,0.0144843,0.028201,0.04172,0.14022,0.00975,0.084994,5.90E-05,0.0181892,0,0.030917,0.039122,0.021822,0.013859,0.044204,0,0.026718,0.013359,0.061069,0,0.001589,0.0032568,0.00025,0.000322,0.008655,0.00676,0.00274,0.00386,0.01112,0.001537,0.006993,0.00126,0.0026724,0.0062051,0.0001182,0.0004662,0,0.04879,0,1
