,,1000,2000,4000,7000,10000,15000
train,1,24.26319397,18.23166552,17.82042495,16.58670322,9.458533242,8.910212474
,3,24.26319397,20.69910898,16.10692255,11.58327622,10.00685401,9.732693626
,5,24.26319397,24.26319397,24.26319397,11.8574366,13.98217958,8.430431803
,10,24.53735435,21.38450994,11.99451679,10.1439342,10.76079507,6.648389308
,15,24.26319397,16.31254284,19.39684716,9.732693626,9.389993146,6.44276902
,20,24.26319397,24.26319397,14.66758053,10.07539411,11.30911583,11.37765593
,,,,,,,
,,,,,,,
test,1,23.94366197,15.77464789,15.21126761,16.05633803,9.577464789,8.732394366
,3,23.94366197,20.56338028,14.64788732,9.85915493,10.14084507,8.732394366
,5,23.94366197,23.94366197,23.94366197,11.26760563,15.21126761,10.14084507
,10,24.22535211,21.4084507,11.26760563,9.85915493,8.732394366,7.605633803
,15,23.94366197,14.92957746,18.02816901,10.14084507,10.98591549,7.323943662
,20,23.94366197,23.94366197,13.8028169,10.70422535,13.52112676,12.3943662
