100,25,0,23.94366197
,,,24.26319397
,,25,23.94366197
,,,24.26319397
,50,0,23.94366197
,,,24.26319397
,,25,23.94366197
,,,24.26319397
200,25,0,23.94366197
,,,24.26319397
,,25,23.94366197
,,,24.26319397
,50,0,23.94366197
,,,24.26319397
,,25,23.94366197
,,,24.26319397
