0.2688,0.021033,0.009251,0.040543,0.008517,0.080978,0.028081,0.018828,0.077603,0.01815,0.11225,0.126479,0.001675,0.0067002,0.0118137,0.174918,0.05802,0.11522,0.05116,0.00806,0.00053,0.056951,0.001998,0,0,0,0,0,0,0,0,0,0,0,0.0006848,0.002084,0.017741,0.00199,0.00834,0.02095,0.03184,0.00113,0.016046,0.009527,0.003794,0.0079832,0.0038491,0.0046189,0.00076982,0,0.00253,1,0
1.1477,0.0130139,0.030221,0.03156,0.012311,0.014623,0.033962,0.009046,0.00158,0.13811,0.013037,0.094249,0,0.00071174,0.0226145,0.209055,0.243306,0.03165,0.158839,0.135715,0.0642313,0.046066,0.029893,0.017794,0.019217,0.029181,0.0042705,0.00071174,0,0,0,0,0,0,0.00047682,0.0024598,0.005159,0.023634,0.04323,0.00496,0.01605,0.017671,0.026482,0.01374,0.0043342,0.00258969,0.000661,0.00029257,0,0,0.02235,1,0
0.0215,0.042323,0.049801,0.050176,0.0918886,0.001683,0.038773,0.033621,0.043876,0.04424,0.12365,0.07336,0.0015408,0.006925,0.0165415,0.008659,0.00786,0.04767,0.17754,0.009953,0.0612435,0.024653,0.07396,0.013867,0,0,0,0,0,0,0,0,0,0.0033003,0.0022332,0.002581,0.014253,0.0187,0.00989,0.02976,0.01573,0.00126,0.02074,0.011812,0.008541,0.0054939,0.0074741,0.00043671,0,0,0.04532,1,0
0.8176,0.049123,0.1063009,0.317474,0.136259,0.154646,0.046524,0.27472,0.405916,0.131774,0.0020792,0.15082,0,0,0.0005203,0.0101223,0.054265,0.00604,0.01101,0.064315,0.081007,0.009741,0.079968,0.059437,0.017597,0.004303,0.0191408,0.014915,0,0.0040678,0.0020339,0,0,0.0085564,0.0113272,0.0266513,0.004358,0.04196,0.02832,0.04367,0.03971,0.016272,0.016161,0.0023725,0.0004192,0.00027601,0.00027601,0,0,0,0.00627,1,0
0.0701,0.0324953,0.009944,0.043849,0.032567,0.038241,0.101312,0.08606,0.08734,0.110911,0.058516,0.216889,0,0.0031679,0.015839,0.00082,0.01004,0.09273,0.01662,0.02144,0.019306,0.011,0.097382,0.061312,0.019906,0.0084477,0,0,0,0,0,0,0.0015985,0.00439046,0.0001318,0.002317,0.012707,0.020083,0.03254,0.01452,0.03197,0.000896,0.024296,0.016174,0.01034796,0.0028626,0.0013049,0.00043497,0,0,0.08186,0,1
0.1503,0.012471,0.018707,0.096237,0.070522,0.007783,0.26709,0.012084,0.084032,0.001677,0.0175,0.13236,0,0.0044444,0.038562,0.03032,0.246015,0.077125,0.030455,0.152291,0.10118,0.075294,0.026537,0.030588,0,0.028235,0.042353,0.023529,0,0,0,0,0.0088496,0.0022124,0.0037389,0.000432,0.011617,0.021208,0.03502,0.00634,0.09554,0.023353,0.007779,0.000654,0.009393,0.0036397,0.0026882,0.00089606,0,0,0.0952,0,1
0.2165,0.0034136,0.041692,0.01763,0.012891,0.009776,0.023395,0.008653,0.03416,0.0092,0.034899,0.017433,0.0002111,0.0055395,0.007297,0.017249,0.04525,0.02192,0.13077,0.039536,0.011273,0.076233,0.020927,0.055306,0.013453,0,0,0,0,0,0,0,0,0.0002704,0.001084,0.014249,0.005553,0.010854,0.04474,0.01041,0.02199,0.01148,0.001429,0.002446,0.0137464,0.0048515,0.0029564,0.0006709,0.0006734,0.0006734,0.01025,0,1
0.1323,0,0.018969,0.002928,0.001846,0.010718,0.057901,0.01105,0.07669,0.10678,0.025818,0.035591,0.00075779,0.00244419,0.0014405,0.003246,0.043008,0.00198,0.1074,0.0141,0.01051,0.05826,0.0145248,0.014856,0,0.06221,0,0,0,0,0,0,0,0.00073692,0.0020213,0.001683,0.00554,0.002597,0.00597,0.00025,0.00353,0.003658,0.002122,0.005708,0.004285,0.000179,0.0008906,3.58E-05,0.00036846,0.00080846,0.02024,0,1
0.0439,0,0.0098896,0.006719,0.022799,0.02917,0.04656,0.115391,0.11354,0.009783,0.0032787,0.132094,0,0,0.0048317,0.003954,0.040286,0.02788,0.08063,0.13111,0.007572,0.150579,0.17708,0.036145,0.036145,0.032986,0,0,0,0,0,0,0.0038462,0.0164248,0.0004978,0.004854,0.015895,0.016373,0.0185,0.02575,0.0142,0.008149,0.014662,0.006258,0.0071491,0.00076923,0,0,0,0,0.08662,0,1
0.5724,0.012012,0.013651,0.031063,0.010099,0.014437,0.003789,0.133429,0.21864,0.21917,0.104502,0.10376,0,0,0.0176765,0.108161,0.26234,0.038668,0.020247,0.04769,0.053188,0.05002,0.18892,0.066768,0,0,0,0,0,0,0,0,0,0.0082812,0.0101274,0.022745,0.015933,0.030104,0.02273,0.00999,0.04118,0.014767,0.017209,0.027328,0.009967,0.0065502,0.0029112,0,0,0,0.01002,0,1
