0,1.0485,0.0166469,0.034301,0.060078,0.009278,0.046255,0.005164,0.112088,0.08248,0.199251,0.290697,0.034485,0,0,0.0060355,0.090725,0.101002,0.16194,0.0329,0.176765,0.15174,0.12313,0.038618,0.020237,0.206205,0.0012438,0.087065,0,0,0,0,0,0,0.018429,0.0016662,0.008572,0.003826,0.021084,0.04564,0.03766,0.13208,0.036099,0.012502,0.000991,0.0097807,0.00246,0,0,0,0,0.07881,1
1,0.2688,0.021033,0.009251,0.040543,0.008517,0.080978,0.028081,0.018828,0.077603,0.01815,0.11225,0.126479,0.001675,0.0067002,0.0118137,0.174918,0.05802,0.11522,0.05116,0.00806,0.00053,0.056951,0.001998,0,0,0,0,0,0,0,0,0,0,0,0.0006848,0.002084,0.017741,0.00199,0.00834,0.02095,0.03184,0.00113,0.016046,0.009527,0.003794,0.0079832,0.0038491,0.0046189,0.00076982,0,0.00253,0
2,1.1477,0.0130139,0.030221,0.03156,0.012311,0.014623,0.033962,0.009046,0.00158,0.13811,0.013037,0.094249,0,0.00071174,0.0226145,0.209055,0.243306,0.03165,0.158839,0.135715,0.0642313,0.046066,0.029893,0.017794,0.019217,0.029181,0.0042705,0.00071174,0,0,0,0,0,0,0.00047682,0.0024598,0.005159,0.023634,0.04323,0.00496,0.01605,0.017671,0.026482,0.01374,0.0043342,0.00258969,0.000661,0.00029257,0,0,0.02235,0
3,2.6849,0.081181,0.170242,0.232122,0.054654,0.011669,0.049613,0.070299,0.3465,0.162149,0.078689,0.14986,0,0,0.0409265,0.227388,0.15719,0.04356,0.17072,0.096541,0.006031,0,0,0.003125,0.095312,0.10938,0,0,0,0,0,0,0,0.0019634,0.007329,0.01291,0.002565,0.011423,0.05705,0.01262,0.00899,0.0588,0.048574,0.004969,0.0114346,0.0002621,0.00074184,0,0,0,0.02042,0
4,0.7356,0.015662,0.118711,0.013947,0.019881,0.026564,0.063775,0.111595,0.04224,0.101157,0.226756,0.14911,0.00125,0.00375,0.003301,0.02341,0.00332,0.01859,0.07516,0.005449,0.038309,0.0425,0.075,0.0275,0,0,0,0,0,0,0,0,0,0,0.0002609,0.009083,0.002198,0.012821,0.02876,0.00026,0.01854,0.01323,0.009192,0.007616,0.003151,0.0026192,0.0001739,0.0017036,0,0,0.07407,0
5,0.2056,0.192612,0.003902,0.048234,0.076579,0.054205,0.038319,0.086992,0.054005,0.05864,0.04111,0.15309,0.0041494,0.0013928,0.008836,0.00263,0.12913,0.03677,0.03463,0.071459,0.03112,0.050955,0.075209,0.058496,0.018106,0,0,0,0,0,0,0,0,0.0079206,0.0030349,0.009408,0.006974,0.009796,0.01729,0.02234,0.01312,0.009728,0.017579,0.018479,0.008669,0.0017921,0.0002448,0,0,0,0.06194,0
8,0.0215,0.042323,0.049801,0.050176,0.0918886,0.001683,0.038773,0.033621,0.043876,0.04424,0.12365,0.07336,0.0015408,0.006925,0.0165415,0.008659,0.00786,0.04767,0.17754,0.009953,0.0612435,0.024653,0.07396,0.013867,0,0,0,0,0,0,0,0,0,0.0033003,0.0022332,0.002581,0.014253,0.0187,0.00989,0.02976,0.01573,0.00126,0.02074,0.011812,0.008541,0.0054939,0.0074741,0.00043671,0,0,0.04532,0
10,0.0532,0.0057744,0.018759,0.033022,0.011201,0.037866,0.008141,0.041974,0.11655,0.05362,0.231404,0.12679,0,0,0.001798,0.037979,0.08727,0.16231,0.154736,0.01922,0.133796,0.047581,0.027837,0,0,0,0,0,0,0,0,0,0,0.0010858,0.0017286,0.001323,0.005222,0.001818,0.00706,0.00543,0.00081,0.002193,0.008775,0.000688,0.001571,0.0014072,0.00160843,0.00072385,0,0,0.08711,0
11,0.8176,0.049123,0.1063009,0.317474,0.136259,0.154646,0.046524,0.27472,0.405916,0.131774,0.0020792,0.15082,0,0,0.0005203,0.0101223,0.054265,0.00604,0.01101,0.064315,0.081007,0.009741,0.079968,0.059437,0.017597,0.004303,0.0191408,0.014915,0,0.0040678,0.0020339,0,0,0.0085564,0.0113272,0.0266513,0.004358,0.04196,0.02832,0.04367,0.03971,0.016272,0.016161,0.0023725,0.0004192,0.00027601,0.00027601,0,0,0,0.00627,0
12,0.0701,0.0324953,0.009944,0.043849,0.032567,0.038241,0.101312,0.08606,0.08734,0.110911,0.058516,0.216889,0,0.0031679,0.015839,0.00082,0.01004,0.09273,0.01662,0.02144,0.019306,0.011,0.097382,0.061312,0.019906,0.0084477,0,0,0,0,0,0,0.0015985,0.00439046,0.0001318,0.002317,0.012707,0.020083,0.03254,0.01452,0.03197,0.000896,0.024296,0.016174,0.01034796,0.0028626,0.0013049,0.00043497,0,0,0.08186,1
13,0.1669,0.010283,0.030849,0.018745,0.021792,0.007932,0.013264,0.04162,0.05547,0.05765,0.241745,0.12068,0.0049566,0,0.0219852,0.024712,0.02568,0.12948,0.04,0.063896,0.058796,0.054875,0.02974,0,0.0049566,0.0012392,0.012392,0.0074349,0,0,0,0,0,0.0011012,0.0076931,0.004936,0.002271,0.01638,0.02809,0.02015,0.03947,0.00785,0.003326,0.004396,0.0073843,0.0032573,0.00144,0.0001771,0,0.0010935,0.05702,1
14,0.773,0.009419,0.00911,0.041395,0.018644,0.017597,0.036554,0.068757,0.00663,0.12558,0.03903,0.2257,0,0.0139763,0.016786,0.0526,0.10937,0.09072,0.074392,0.003322,0.078717,0.013605,0.034985,0.020408,0.012634,0.018465,0,0,0,0,0,0,0,0.0025467,0.0046689,0.00251,0.000921,0.009177,0.02267,0.00135,0.03063,0.00708,0.012514,0.00304,0.016434,0.0021594,0.0047079,0.0025467,0,0,0.0514,0
16,0.1503,0.012471,0.018707,0.096237,0.070522,0.007783,0.26709,0.012084,0.084032,0.001677,0.0175,0.13236,0,0.0044444,0.038562,0.03032,0.246015,0.077125,0.030455,0.152291,0.10118,0.075294,0.026537,0.030588,0,0.028235,0.042353,0.023529,0,0,0,0,0.0088496,0.0022124,0.0037389,0.000432,0.011617,0.021208,0.03502,0.00634,0.09554,0.023353,0.007779,0.000654,0.009393,0.0036397,0.0026882,0.00089606,0,0,0.0952,1
