,,1000,2000,4000,7000,10000,15000
train,1,22.40293809,24.97376705,11.1227702,17.31374607,10.70304302,10.54564533
,3,24.97376705,24.97376705,26.49527807,10.65057712,11.0703043,10.02098636
,5,23.29485834,12.80167891,14.00839454,8.027282267,10.12591815,16.10703043
,10,24.97376705,24.97376705,12.01469045,17.15634837,9.286463799,7.974816369
,15,24.97376705,18.5729276,10.12591815,9.233997901,9.968520462,8.656873033
,20,21.45855194,24.97376705,16.05456453,9.338929696,10.75550892,10.07345226
,,,,,,,
,,,,,,,
test,1,20.72072072,22.97297297,11.48648649,17.56756757,12.38738739,12.83783784
,3,22.97297297,22.97297297,24.0990991,11.93693694,11.03603604,11.26126126
,5,23.64864865,12.83783784,12.61261261,11.03603604,9.234234234,16.44144144
,10,22.97297297,22.97297297,10.81081081,17.56756757,11.71171171,8.783783784
,15,22.97297297,17.79279279,11.48648649,12.38738739,11.71171171,9.459459459
,20,20.04504505,22.97297297,17.56756757,9.684684685,10.81081081,11.71171171
